Molecule Name,∆LFQ,Std. Dev.,P-Value,Molecule Type
YER156C (YER156c),-0.325698,0.139341,0.018957521,PROTEIN
GSH2 (YOL049w),0.20428,0.0805487,0.019022922,PROTEIN
MRD1 (YPR112c),-0.276815,0.0386469,0.019075571,PROTEIN
MYO3 (YKL129C),0.240126,0.1068,0.019209334,PROTEIN
RPS16B;RPS16A (YDL083C;YMR143W),-0.220301,0.0762016,0.019382634,PROTEIN
RPL14A (YKL006w),-0.319951,0.130274,0.01949988,PROTEIN
QDR2 (YIL121w),0.957871,0.41369,0.019535016,PROTEIN
MNN1 (YER001w),-0.79411,0.363152,0.019565481,PROTEIN
IES3 (YLR052w),-0.714129,0.198123,0.01970537,PROTEIN
DPH2 (YKL191w),-0.249621,0.105205,0.019722045,PROTEIN
GRH1 (YDR517w),0.102244,0.0346337,0.019729669,PROTEIN
ECM16 (YMR128w),-0.249023,0.0420463,0.019754185,PROTEIN
MCD4 (YKL165c),0.137929,0.04722,0.019864141,PROTEIN
FSF1 (YOR271c),0.223726,0.016388,0.019904274,PROTEIN
Unidentified metabolite. RT 19.9492 (F),-0.249172,0.0291134,0.020001005,METABOLITE
LPD1 (YFL018c),-0.313655,0.137492,0.020029674,PROTEIN
KAP123 (YER110c),-0.0511275,0.0214311,0.020044941,PROTEIN
RLI1 (YDR091c),-0.203269,0.0446306,0.020145313,PROTEIN
COX6 (YHR051w),-0.749714,0.327822,0.020158079,PROTEIN
COX2 (Q0250),1.69032,0.333301,0.020194212,PROTEIN
FAA4 (YMR246w),-0.305484,0.0155357,0.020197325,PROTEIN
IMP3 (YHR148w),-0.225316,0.0932784,0.020211004,PROTEIN
MOB1 (YIL106w),0.500052,0.18325,0.020308132,PROTEIN
Inosine,0.181523,0.0691546,0.020312964,METABOLITE
GNP1 (YDR508c),-0.269781,0.0595534,0.020384095,PROTEIN
SEC6 (YIL068c),1.18797,0.223018,0.020486398,PROTEIN
RNR4 (YGR180c),-0.554551,0.230491,0.020505748,PROTEIN
TMA7 (YLR262c-a),0.210894,0.0771584,0.020607603,PROTEIN
ADD66 (YKL206c),-0.502871,0.129591,0.020618688,PROTEIN
NOP14 (YDL148c),-0.263399,0.0943506,0.020755567,PROTEIN
NFS1 (YCL017c),-0.216825,0.0733979,0.020850965,PROTEIN
GFD1 (YMR255w),0.393086,0.0664222,0.020861859,PROTEIN
SLM1 (YIL105c),1.17533,0.393553,0.020918673,PROTEIN
IMP2 (YIL154c),0.731705,0.283633,0.021031111,PROTEIN
CYS3 (YAL012W),-0.21636,0.0518923,0.021226618,PROTEIN
HIS4 (YCL030c),-0.275528,0.12798,0.021360124,PROTEIN
PLP2 (YOR281c),-0.210089,0.0617615,0.021412494,PROTEIN
RPS2 (YGL123W),-0.214627,0.0632877,0.021451235,PROTEIN
SAM1 (YLR180w),-0.207616,0.0449778,0.021454533,PROTEIN
SDC1 (YDR469w),0.583925,0.121791,0.021610419,PROTEIN
URA2 (YJL130c),-0.164262,0.07212,0.021731565,PROTEIN
PRE4 (YFR050c),0.339796,0.110391,0.021795648,PROTEIN
OLA1 (YBR025c),-0.217131,0.0926372,0.021842185,PROTEIN
RRT2 (YBR246w),-0.445649,0.0118675,0.021917618,PROTEIN
RAV2 (YDR202c),0.184124,0.0796712,0.022330589,PROTEIN
RPN8 (YOR261C),0.230795,0.110104,0.022378032,PROTEIN
STI1 (YOR027w),0.2504,0.044283,0.022591622,PROTEIN
IPI1 (YHR085w),-0.40172,0.0269544,0.022664241,PROTEIN
CDS1 (YBR029c),0.231768,0.0744829,0.022787371,PROTEIN
DHR2 (YKL078w),-0.208849,0.0831397,0.022801571,PROTEIN
RPL5 (YPL131W),-0.389362,0.174405,0.022817387,PROTEIN
Hypoxanthine,0.129096,0.0563342,0.022826084,METABOLITE
RPL3 (YOR063W),-0.259851,0.0875283,0.022844501,PROTEIN
MDN1 (YLR106c),-0.268216,0.109592,0.022891894,PROTEIN
HEK2 (YBL032w),0.187074,0.0531597,0.022959374,PROTEIN
ANR2 (YKL047w),-0.544858,0.0886888,0.02297323,PROTEIN
NOP56 (YLR197w),-0.249907,0.111138,0.023123316,PROTEIN
NHP2 (YDL208w),-0.345107,0.162738,0.023195306,PROTEIN
IML2 (YJL082w),0.476557,0.135947,0.023223843,PROTEIN
LIP5 (YOR196c),-0.526627,0.248823,0.023300462,PROTEIN
CDC25 (YLR310c),0.501107,0.209377,0.023407015,PROTEIN
NOB1 (YOR056c),-0.474404,0.201505,0.023419034,PROTEIN
MDL2 (YPL270w),-1.20187,0.228339,0.023655146,PROTEIN
SBE22 (YHR103w),-0.785448,0.318609,0.023930955,PROTEIN
MAP2 (YBL091c),-0.289166,0.0894039,0.023935353,PROTEIN
RPL17B (YJL177W),0.696038,0.296815,0.024541404,PROTEIN
RPT4 (YOR259C),0.31273,0.14464,0.024578988,PROTEIN
RKI1 (YOR095c),-0.447898,0.0350562,0.024642616,PROTEIN
DUG1 (YFR044c),0.480701,0.0968308,0.024676275,PROTEIN
ANT1 (YPR128c),-0.375326,0.151616,0.024717726,PROTEIN
TIF1 (YKR059W),-0.277057,0.0555305,0.024828489,PROTEIN
RRP12 (YPL012w),-0.164371,0.0567615,0.02491187,PROTEIN
KRS1 (YDR037W),-0.223379,0.0422834,0.025068727,PROTEIN
KRR1 (YCL059c),-0.276633,0.133374,0.025082866,PROTEIN
CAB3 (YKL088w),-0.332383,0.116754,0.02511488,PROTEIN
PRP43 (YGL120c),-0.271759,0.0339286,0.025317837,PROTEIN
BMT5 (YIL096c),0.771274,0.277983,0.025381549,PROTEIN
DSK2 (YMR276W),0.35063,0.119143,0.025384996,PROTEIN
ABF2 (YMR072w),-0.276744,0.121969,0.025542944,PROTEIN
SER1 (YOR184w),-0.103352,0.0351636,0.025756172,PROTEIN
SPT16 (YGL207w),0.10045,0.0485651,0.02576151,PROTEIN
Asparagine,0.122548,0.0282993,0.026120483,METABOLITE
SLF1 (YDR515w),0.282798,0.137868,0.026166355,PROTEIN
APN1 (YKL114C),0.524793,0.144646,0.026350023,PROTEIN
TOS1 (YBR162c),-0.129124,0.0459277,0.02640565,PROTEIN
ALD2 (YMR170c),0.530154,0.254869,0.026745274,PROTEIN
GGA1 (YDR358w),0.603355,0.192398,0.027008054,PROTEIN
YNL010W (YNL010w),-0.388738,0.170235,0.027296886,PROTEIN
ARG56 (YER069w),-1.85673,0.66906,0.027330733,PROTEIN
NPR2 (YEL062w),0.391156,0.153277,0.027513511,PROTEIN
RIP1 (YEL024w),-0.335458,0.13793,0.027544144,PROTEIN
CFD1 (YIL003w),1.62363,0.426825,0.027750904,PROTEIN
UBC13 (YDR092w),0.324073,0.12048,0.02830525,PROTEIN
AIM9 (YER080w),-0.185231,0.0757406,0.028506627,PROTEIN
RPS22B;RPS22A (YLR367W;YJL190C),-0.40919,0.133187,0.028582119,PROTEIN
VNX1 (YNL321w),-0.40087,0.166523,0.028836709,PROTEIN
COQ5 (YML110c),-0.471365,0.209353,0.028893975,PROTEIN
INN1 (YNL152w),1.04343,0.0764448,0.029146332,PROTEIN
LDH1 (YBR204c),0.398895,0.140041,0.02921553,PROTEIN
MIC10 (YCL057c-a),-0.215579,0.0701263,0.029288403,PROTEIN
HUA1 (YGR268c),0.403074,0.182503,0.02931458,PROTEIN
SRP40 (YKR092c),-0.449133,0.232479,0.02943813,PROTEIN
Glutamine,0.583021,0.173894,0.029563728,METABOLITE
MDV1 (YJL112w),0.626477,0.297714,0.029579602,PROTEIN
RPO31 (YOR116c),-0.152108,0.0493324,0.029687582,PROTEIN
SUN4 (YNL066w),-0.652535,0.285314,0.029874208,PROTEIN
YLR413W (YLR413w),-0.228873,0.104346,0.029900442,PROTEIN
SSE2 (YBR169C),0.591389,0.0739474,0.029930349,PROTEIN
CPR7 (YJR032w),0.259753,0.131226,0.029933693,PROTEIN
MRPS9 (YBR146w),-0.328913,0.0753715,0.030080816,PROTEIN
ORC2 (YBR060c),0.570654,0.253344,0.030108615,PROTEIN
UBC6 (YER100w),-0.848798,0.424358,0.030166568,PROTEIN
ADE13 (YLR359w),-0.213028,0.0832323,0.030234639,PROTEIN
NOG1 (YPL093w),-0.140602,0.0659062,0.030398682,PROTEIN
RPL1B;RPL1A (YGL135W;YPL220W),-0.19141,0.0309868,0.030516606,PROTEIN
KAP122 (YGL016w),-0.202608,0.104366,0.030586437,PROTEIN
Unidentified metabolite. RT 18.6173 (F),0.360149,0.131758,0.030772752,METABOLITE
PRS4 (YBL068w),-0.322097,0.140291,0.031033892,PROTEIN
SFB2 (YNL049c),-0.239326,0.0439087,0.031174347,PROTEIN
MNP1 (YGL068w),0.722139,0.269617,0.031309634,PROTEIN
AKR1 (YDR264c),0.257965,0.0635714,0.03165766,PROTEIN
MRPS35 (YGR165w),-0.922093,0.345562,0.031755036,PROTEIN
PA(16:0/16:1),-0.339922,0.0888506,0.031924447,LIPID
NTH1 (YDR001c),0.479526,0.122732,0.03198323,PROTEIN
YHR020W (YHR020w),-0.152105,0.0567176,0.032002281,PROTEIN
AVT7 (YIL088c),1.23884,0.603604,0.03204495,PROTEIN
CL(72:4),2.66587,0.48308,0.032332689,LIPID
EUG1 (YDR518w),-0.340216,0.0899298,0.032460812,PROTEIN
PNC1 (YGL037c),0.622509,0.184119,0.03254619,PROTEIN
TAE1 (YBR261c),-0.413439,0.193907,0.032553199,PROTEIN
MCX1 (YBR227c),-0.239818,0.115091,0.03262828,PROTEIN
YDR266C (YDR266c),-0.253521,0.101441,0.03274772,PROTEIN
RTC3 (YHR087w),1.73605,0.765116,0.033127616,PROTEIN
RTN1 (YDR233c),-0.306855,0.125613,0.033158966,PROTEIN
PGK1 (YCR012W),0.208285,0.109371,0.033348769,PROTEIN
HSP82 (YPL240c),0.609301,0.20162,0.033561682,PROTEIN
TRM44 (YPL030w),-0.301639,0.148151,0.033645139,PROTEIN
SMC2 (YFR031c),0.727915,0.160447,0.033700144,PROTEIN
ADO1 (YJR105w),-0.407115,0.148092,0.033944652,PROTEIN
SYG1 (YIL047c),0.713434,0.238655,0.034005213,PROTEIN
PRS5 (YOL061w),-0.190388,0.0856287,0.034052378,PROTEIN
RPL21A (YBR191w),-0.256104,0.0759814,0.034333892,PROTEIN
SNQ2 (YDR011w),0.270948,0.0505944,0.034364056,PROTEIN
URA4 (YLR420w),-0.675852,0.293608,0.034474935,PROTEIN
ARO3 (YDR035w),-0.522977,0.207268,0.034579776,PROTEIN
APT2 (YDR441C),0.381842,0.109729,0.03473612,PROTEIN
PAC10 (YGR078c),-0.296108,0.0411003,0.034870463,PROTEIN
RPS19B;RPS19A (YNL302C;YOL121C),-0.218107,0.0851083,0.034989026,PROTEIN
SAP30 (YMR263w),0.307332,0.136854,0.035489387,PROTEIN
GDA1 (YEL042w),-0.167492,0.0416788,0.03569483,PROTEIN
ASP1 (YDR321w),-0.511507,0.0926209,0.035994751,PROTEIN
YHR122W (YHR122w),0.288356,0.130279,0.036059523,PROTEIN
RPS0B (YLR048W),-0.306691,0.117216,0.036103777,PROTEIN
ISU1 (YPL135w),0.797114,0.315793,0.036153853,PROTEIN
BET4 (YJL031c),0.562213,0.15799,0.036270191,PROTEIN
Unidentified metabolite. RT 11.3871 (F),-0.464086,0.0942333,0.03633788,METABOLITE
NUP120 (YKL057c),-0.25701,0.138203,0.036370204,PROTEIN
Unidentified metabolite. RT 14.0523 (F),-0.0323079,0.0155243,0.03654865,METABOLITE
YJR096W (YJR096w),0.283922,0.113071,0.036874098,PROTEIN
ELP3 (YPL086c),-0.154951,0.0775134,0.036910028,PROTEIN
POM33 (YLL023c),0.481043,0.224147,0.037321626,PROTEIN
GLY1 (YEL046C),-0.322763,0.166927,0.037338425,PROTEIN
TRM82 (YDR165w),-0.267349,0.140036,0.037400794,PROTEIN
APL4 (YPR029c),0.189866,0.0964228,0.037494038,PROTEIN
SKI2 (YLR398c),-0.112341,0.0343108,0.037580635,PROTEIN
NUP49 (YGL172w),-0.179961,0.101488,0.037631489,PROTEIN
YJU3 (YKL094W),0.559082,0.296371,0.03777862,PROTEIN
NOP8 (YOL144w),-0.412608,0.210902,0.03803846,PROTEIN
RPS11B;RPS11A (YBR048W;YDR025W),-0.0957809,0.0151845,0.038186482,PROTEIN
TMA16 (YOR252w),-0.290372,0.0766839,0.038521211,PROTEIN
YFR006W (YFR006w),0.412514,0.174948,0.038649724,PROTEIN
ACF4 (YJR083c),-0.674992,0.302043,0.038741721,PROTEIN
SEC11 (YIR022w),0.244295,0.09129,0.038782026,PROTEIN
IES5 (YER092w),0.345829,0.169739,0.038808547,PROTEIN
ERB1 (YMR049c),-0.243621,0.0208772,0.03884869,PROTEIN
MMF1 (YIL051c),0.521074,0.264084,0.039172985,PROTEIN
YPQ1 (YOL092w),-0.431564,0.205085,0.03919503,PROTEIN
GBP2 (YCL011c),-0.205599,0.0756535,0.039356829,PROTEIN
CAP1 (YKL007w),0.362751,0.0942986,0.039676375,PROTEIN
APE2 (YKL157w),0.208987,0.100946,0.039746677,PROTEIN
ROK1 (YGL171w),-0.274274,0.133413,0.039750028,PROTEIN
PHO81 (YGR233c),-0.223217,0.0696789,0.039819327,PROTEIN
YKL033W-A (YKL033w-a),0.217929,0.0655932,0.040098186,PROTEIN
FAA1 (YOR317w),0.513289,0.228974,0.040245021,PROTEIN
ATP15 (YPL271W),-0.432996,0.058606,0.040398387,PROTEIN
HSP60 (YLR259c),0.33312,0.135906,0.040437292,PROTEIN
VPS17 (YOR132w),0.429027,0.196903,0.040618885,PROTEIN
SDS24 (YBR214w),0.404563,0.12367,0.040636865,PROTEIN
GSH1 (YJL101c),-0.317402,0.0134897,0.04067607,PROTEIN
YDR089W (YDR089w),-0.407996,0.232344,0.040899875,PROTEIN
LTV1 (YKL143w),-0.274259,0.103274,0.040899887,PROTEIN
DAG(18:1/16:0),0.413454,0.180478,0.041101927,LIPID
RTF1 (YGL244w),-0.281396,0.0797038,0.041250956,PROTEIN
BRX1 (YOL077c),-0.234952,0.0907287,0.04137508,PROTEIN
NRP1 (YDL167c),-0.381227,0.136377,0.041840581,PROTEIN
YNK1 (YKL067w),0.414378,0.134817,0.041954117,PROTEIN
NIT3 (YLR351c),0.240084,0.133285,0.041994757,PROTEIN
DBP9 (YLR276c),-0.173227,0.07181,0.042139401,PROTEIN
TIF35 (YDR429c),-0.297068,0.143068,0.042212059,PROTEIN
SNX4 (YJL036w),0.580479,0.195995,0.042388022,PROTEIN
RPO21 (YDL140c),0.121479,0.0697219,0.042412988,PROTEIN
HBS1 (YKR084c),0.210703,0.0881938,0.042535561,PROTEIN
UTP7 (YER082c),-0.260107,0.115967,0.04266279,PROTEIN
ATP12 (YJL180c),0.667111,0.355418,0.042915653,PROTEIN
DDI1 (YER143w),0.350998,0.146246,0.043004951,PROTEIN
RDL1 (YOR285w),0.276349,0.0566476,0.043093695,PROTEIN
MMM1 (YLL006w),0.435721,0.145767,0.043529393,PROTEIN
SSA2 (YLL024C),0.277241,0.132378,0.043549002,PROTEIN
RSC8 (YFR037c),0.124413,0.0184742,0.043663934,PROTEIN
SST2 (YLR452c),-0.456024,0.270148,0.043708526,PROTEIN
PC(16:1/16:1),-0.195134,0.0809987,0.043745961,LIPID
YJR003C (YJR003C),-0.803954,0.429586,0.043767079,PROTEIN
BPL1 (YDL141w),0.154141,0.0673727,0.043895564,PROTEIN
RPS25A;RPS25B (YGR027C;YLR333C),-0.333295,0.194269,0.043960916,PROTEIN
SBA1 (YKL117W),0.574681,0.321674,0.044317777,PROTEIN
RRP3 (YHR065c),-0.158839,0.0938894,0.04457466,PROTEIN
ILS1 (YBL076c),-0.0780245,0.0443424,0.044666092,PROTEIN
COG8 (YML071c),0.319605,0.0410232,0.044880485,PROTEIN
AIM29 (YKR074w),0.441188,0.118439,0.045057895,PROTEIN
YPL260W (YPL260w),0.31427,0.150941,0.04532747,PROTEIN
NOP16 (YER002w),-0.275251,0.15339,0.045538112,PROTEIN
MRPS28 (YDR337w),-1.25477,0.64801,0.045573244,PROTEIN
SYP1 (YCR030c),0.188424,0.104001,0.045708289,PROTEIN
UTH1 (YKR042W),-0.679452,0.350851,0.045909056,PROTEIN
VAS1 (YGR094w),-0.187368,0.109963,0.046285402,PROTEIN
4-hydroxybenzoic acid (4-HB),-0.203137,0.115227,0.046341248,METABOLITE
BUL1 (YMR275c),0.234302,0.0629977,0.04686751,PROTEIN
NAB6 (YML117w),0.124784,0.0662643,0.047149283,PROTEIN
OSM1 (YJR051w),0.293443,0.0877576,0.047165016,PROTEIN
COF1 (YLL050c),0.59344,0.317466,0.047489326,PROTEIN
PRP38 (YGR075c),1.41657,0.193849,0.047499939,PROTEIN
HXT2 (YMR011w),-0.695664,0.281512,0.047562862,PROTEIN
SSO2 (YMR183c),0.210093,0.103577,0.047610262,PROTEIN
ASF1 (YJL115w),0.482641,0.089197,0.04766756,PROTEIN
MHP1 (YJL042w),0.284904,0.166687,0.047792934,PROTEIN
RHO5 (YNL180c),0.339308,0.201523,0.047836979,PROTEIN
ADE12 (YNL220W),-0.26044,0.151197,0.048013599,PROTEIN
Unidentified metabolite. RT 15.4392 (F),-0.428877,0.155252,0.048029432,METABOLITE
PUS1 (YPL212c),-0.276271,0.130579,0.048129621,PROTEIN
RPL7A (YGL076C),-0.138817,0.0363499,0.048139398,PROTEIN
JSN1 (YJR091c),0.531074,0.268839,0.048555685,PROTEIN
TOD6 (YBL054w),-0.341097,0.197251,0.048634085,PROTEIN
NPL4 (YBR170c),0.29346,0.0875991,0.048779068,PROTEIN
FCP1 (YMR277w),-0.379734,0.22494,0.048898589,PROTEIN
EMW1 (YNL313c),-0.196531,0.0830457,0.049121267,PROTEIN
HPT1 (YDR399w),-0.422051,0.120302,0.049373013,PROTEIN
CTR1 (YPR124w),0.493932,0.297186,0.049391449,PROTEIN
Glycerol-3-phosphate,-0.197809,0.106167,0.049750921,METABOLITE
YBL028C (YBL028c),-0.40712,0.221534,0.04985321,PROTEIN
RPL36B (YPL249C-A),-0.563818,0.250954,0.049904986,PROTEIN
CDC53 (YDL132w),0.171584,0.082002,0.049917883,PROTEIN
NMT1 (YLR195c),-0.135065,0.0356606,0.050358722,PROTEIN
SSA1 (YAL005C),0.591651,0.114483,0.05036967,PROTEIN
SMC4 (YLR086w),0.430207,0.148108,0.050594836,PROTEIN
RUP1 (YOR138c),0.395554,0.216606,0.05065935,PROTEIN
MAM3 (YOL060c),0.448281,0.251397,0.05090432,PROTEIN
AIM7 (YDR063w),1.04929,0.309889,0.051059321,PROTEIN
SEC62 (YPL094c),-0.184847,0.097562,0.051079989,PROTEIN
ABP1 (YCR088W),-0.213895,0.0270512,0.051188926,PROTEIN
CHC1 (YGL206c),0.1271,0.0296555,0.051191347,PROTEIN
SEC8 (YPR055w),0.155609,0.0542698,0.051370306,PROTEIN
RPL12B;RPL12A (YDR418W;YEL054C),-0.214227,0.043398,0.051427596,PROTEIN
RPL16A (YIL133C),0.233319,0.126266,0.05163828,PROTEIN
TRM732 (YMR259c),-0.241511,0.142604,0.051770784,PROTEIN
MIR1 (YJR077c),-0.525094,0.093829,0.051916379,PROTEIN
SPT15 (YER148W),-0.803815,0.472771,0.052114426,PROTEIN
YGL039W (YGL039w),0.469225,0.159802,0.052205963,PROTEIN
SYH1 (YPL105c),-0.328738,0.159375,0.052253338,PROTEIN
YER163C (YER163c),0.39829,0.114557,0.052422952,PROTEIN
RPL4A (YBR031W),-0.225589,0.106989,0.053018087,PROTEIN
RRP46 (YGR095c),-0.183731,0.101248,0.053531617,PROTEIN
BZZ1 (YHR114w),0.118368,0.0621065,0.053562587,PROTEIN
FAT1 (YBR041w),-0.235529,0.081287,0.053608501,PROTEIN
SLM4 (YBR077c),0.418867,0.156481,0.054098986,PROTEIN
HIP1 (YGR191w),-0.407146,0.108107,0.05423893,PROTEIN
TOM40 (YMR203w),-0.597038,0.307087,0.054629399,PROTEIN
CCT7 (YJL111w),-0.256231,0.16357,0.054654892,PROTEIN
ATP14 (YLR295c),0.39577,0.031397,0.054775975,PROTEIN
PRE9 (YGR135w),0.282746,0.142151,0.05478001,PROTEIN
LSM8 (YJR022w),0.675255,0.154732,0.054830905,PROTEIN
RPL28 (YGL103W),-0.223789,0.0959103,0.055045823,PROTEIN
REG1 (YDR028c),0.41609,0.120793,0.055059162,PROTEIN
VPH1 (YOR270C),-0.112217,0.0632687,0.055128559,PROTEIN
MCT1 (YOR221c),-1.891,1.2115,0.055232512,PROTEIN
ARB1 (YER036c),-0.220692,0.132014,0.055279184,PROTEIN
GRX2 (YDR513w),0.239335,0.135986,0.055311502,PROTEIN
PRE8 (YML092c),0.195583,0.0913362,0.05538254,PROTEIN
DYN2 (YDR424c),-0.416308,0.036045,0.055476523,PROTEIN
RPB4 (YJL140w),-0.228521,0.0913682,0.055580267,PROTEIN
LSM7 (YNL147w),0.638163,0.312729,0.055660441,PROTEIN
ZEO1 (YOL109W),-0.118269,0.0624991,0.055739102,PROTEIN
MRPL3 (YMR024w),0.256295,0.152987,0.05581027,PROTEIN
COX17 (YLL009C),0.767774,0.291694,0.055842921,PROTEIN
YBL086C (YBL086c),0.338393,0.213929,0.056049334,PROTEIN
UTP15 (YMR093w),-0.283639,0.0293274,0.056128028,PROTEIN
MBA1 (YBR185c),1.17626,0.383629,0.05625012,PROTEIN
SHS1 (YDL225w),-0.122739,0.0498451,0.056310633,PROTEIN
CAF16 (YFL028c),0.159344,0.0668203,0.056316426,PROTEIN
PTC5 (YOR090c),-0.287756,0.100936,0.056416371,PROTEIN
COR1 (YBL045c),-0.216301,0.00536501,0.056437708,PROTEIN
CWP1 (YKL096w),0.67474,0.375505,0.056568695,PROTEIN
XDJ1 (YLR090w),0.365872,0.0672944,0.056924391,PROTEIN
PRK1 (YIL095w),1.55723,0.862423,0.05710007,PROTEIN
MNN2 (YBR015c),-0.155424,0.0791083,0.057110673,PROTEIN
PAM17 (YKR065c),-0.354696,0.145117,0.057280089,PROTEIN
PWP1 (YLR196w),-0.16514,0.105805,0.05742388,PROTEIN
DOT6 (YER088c),-0.57053,0.292867,0.057617122,PROTEIN
YPR174C (YPR174c),-0.442765,0.234156,0.057700774,PROTEIN
GAS3 (YMR215w),-0.526068,0.270127,0.058533756,PROTEIN
PSY2 (YNL201c),-0.770378,0.386326,0.058692401,PROTEIN
SPB1 (YCL054w),-0.256444,0.157805,0.058801097,PROTEIN
TPA1 (YER049w),-0.274946,0.181054,0.05891647,PROTEIN
YGL242C (YGL242c),0.379376,0.0908594,0.059308534,PROTEIN
ICP55 (YER078c),-0.554616,0.327992,0.059365324,PROTEIN
SEC21 (YNL287w),-0.0865411,0.0391066,0.059629166,PROTEIN
HGH1 (YGR187c),-0.146083,0.0488386,0.059763792,PROTEIN
YPT31 (YER031C),-0.135482,0.015,0.060073626,PROTEIN
YER152C (YER152c),0.275987,0.16761,0.060078796,PROTEIN
PHO88 (YBR106w),0.294989,0.195905,0.060184713,PROTEIN
CL(70:4),0.977751,0.500544,0.060256092,LIPID
SWI3 (YJL176c),-0.31485,0.183,0.060326498,PROTEIN
RPT2 (YDL007W),0.194447,0.0999546,0.060600944,PROTEIN
LIA1 (YJR070c),-0.221235,0.142414,0.060739889,PROTEIN
RIC1 (YLR039c),0.685543,0.169238,0.060916,PROTEIN
PLP1 (YDR183w),0.370356,0.114537,0.061164179,PROTEIN
PDR12 (YPL058c),-0.934486,0.570539,0.061490596,PROTEIN
HSP150 (YJL159w),0.181482,0.0311541,0.062188339,PROTEIN
IDP1 (YDL066w),-0.242642,0.128643,0.062630315,PROTEIN
RPL8A (YHL033C),-0.197126,0.128349,0.062936901,PROTEIN
KES1 (YPL145c),0.118288,0.0493107,0.06303335,PROTEIN
ERV29 (YGR284c),0.358907,0.113508,0.063139104,PROTEIN
ERG4 (YGL012w),0.454253,0.284819,0.063230982,PROTEIN
SEN1 (YLR430w),-0.173412,0.114344,0.06327067,PROTEIN
ELP2 (YGR200c),-0.206379,0.0932212,0.06338337,PROTEIN
UBP15 (YMR304w),0.396181,0.215392,0.063496477,PROTEIN
TPO3 (YPR156c),0.225421,0.144056,0.063615823,PROTEIN
NOP13 (YNL175c),-0.227247,0.113044,0.063809336,PROTEIN
HXK2 (YGL253W),-0.182429,0.119951,0.063811841,PROTEIN
SMX3 (YPR182w),0.763721,0.139746,0.063868484,PROTEIN
UBC9 (YDL064w),-0.278352,0.167778,0.064037823,PROTEIN
RRP6 (YOR001w),-0.244553,0.145619,0.064114862,PROTEIN
UTP5 (YDR398w),-0.417885,0.0436269,0.064240766,PROTEIN
SWH1 (YAR042w),0.311067,0.123813,0.064327025,PROTEIN
TAL1 (YLR354C),0.180994,0.059696,0.064419442,PROTEIN
MRT4 (YKL009w),-0.257981,0.122767,0.064486325,PROTEIN
SLC1 (YDL052c),0.148064,0.0592923,0.065222402,PROTEIN
UTP23 (YOR004w),-0.233499,0.112623,0.06522259,PROTEIN
TIF11 (YMR260c),-0.35862,0.229326,0.065399792,PROTEIN
VOA1 (YGR106c),-0.986565,0.464716,0.065832634,PROTEIN
BUD17 (YNR027w),0.354121,0.226963,0.065843507,PROTEIN
SLX9 (YGR081c),-0.25899,0.162497,0.066027982,PROTEIN
YPL199C (YPL199c),-0.297479,0.102054,0.06617426,PROTEIN
HEM14 (YER014w),0.283933,0.0453886,0.066608691,PROTEIN
PPT1 (YGR123c),-0.187105,0.114085,0.067094761,PROTEIN
TRM8 (YDL201w),-0.212712,0.146463,0.06715448,PROTEIN
SPT5 (YML010w),-0.202781,0.13196,0.067260668,PROTEIN
ECM19 (YLR390w),0.467604,0.302402,0.067881061,PROTEIN
SCW4 (YGR279c),-0.249439,0.099821,0.06844376,PROTEIN
KIN1 (YDR122w),0.378838,0.215427,0.068877732,PROTEIN
RPT6 (YGL048C),0.235273,0.100841,0.069052804,PROTEIN
DSD1 (YGL196w),0.237123,0.12965,0.069266783,PROTEIN
STU2 (YLR045c),0.318065,0.219199,0.069345226,PROTEIN
POL5 (YEL055c),-0.270235,0.180709,0.069386162,PROTEIN
RPL10 (YLR075w),-0.18137,0.0540038,0.069514449,PROTEIN
KTR7 (YIL085c),0.55568,0.382926,0.070129491,PROTEIN
Unidentified metabolite. RT 18.6297 (F),0.0700226,0.0352633,0.070258164,METABOLITE
CAP2 (YIL034c),0.324924,0.135453,0.070446582,PROTEIN
VMA1 (YDL185W),-0.0876822,0.0614846,0.07052841,PROTEIN
TAF10 (YDR167w),-0.558309,0.273111,0.070530065,PROTEIN
IAH1 (YOR126c),0.485035,0.133364,0.070573554,PROTEIN
QCR7 (YDR529c),-0.325333,0.141234,0.070966314,PROTEIN
RPC40 (YPR110c),-0.0776315,0.0157009,0.070999878,PROTEIN
RRP5 (YMR229c),-0.0530747,0.0272588,0.071018809,PROTEIN
CYC1 (YJR048W),-0.339526,0.195793,0.071310273,PROTEIN
ARO7 (YPR060c),-0.292651,0.18847,0.071336279,PROTEIN
PTC2 (YER089c),-0.205857,0.0944895,0.071608375,PROTEIN
SCC2 (YDR180w),-0.642942,0.421863,0.071668179,PROTEIN
AST1 (YBL069w),-0.28264,0.178673,0.071688355,PROTEIN
YKL151C (YKL151c),0.470129,0.191143,0.0719313,PROTEIN
RRP8 (YDR083w),-0.241739,0.1718,0.072182998,PROTEIN
JEM1 (YJL073w),-0.535903,0.367165,0.072461407,PROTEIN
GLO2 (YDR272w),-0.282689,0.195609,0.072518323,PROTEIN
DML1 (YMR211w),0.337362,0.014139,0.072726046,PROTEIN
Unidentified metabolite. RT 16.6757 (F),0.479845,0.0447804,0.072739435,METABOLITE
YNL155W (YNL155w),0.425511,0.232453,0.072986783,PROTEIN
YJL055W (YJL055w),0.299105,0.0483081,0.073621067,PROTEIN
RMD1 (YDL001w),0.497939,0.209883,0.073727399,PROTEIN
